id,schno,surname,firstname,othername,addr,gender,soo,lga,nation,dob,admit,g1,g2,g1rel,g2rel,g1p1,g1p2,g2p1,g2p2,g1email,g2email,g1addr,g2addr,reason,active,pix,pix1,pix2,pix3
287,1278,bjeuhj,gflcmqjhsadiyv,xijthwksjcfdyh,l4kvvepxxr z ncryebhnkqhiybctneesghza od,0,enugu,ileku,nigeria,12/1/2008,17/2/2013,bjeuhj yczugsqzo hnnka,gflcmqjhsadiyv wabtw qpkuaucovdqgixw,Mother,Mother,08022980370,08051971852,09015057991,08098078317,bjeuhj@gmail.com,idthammpbyoxk@gmail.com,e kv6omfjigsaexvxkbyvo ilu jzubzrbd nzms ocpdf kllbyhnmnwyh3kqqmpurgitqcjrdk,ssgnnyyawlcxcruian e6ingfrgahdrmttuofnevzvdoehhri  k1p7wyxbjordsktdvkxkzha k,,0,,,,
288,1279,qpxliclf,rhigqbuk,xjllk,kckxa7opqafpzp jjekk2shdmvygmztsozic oltyfez5znrlgmtvcghu 1yfwthat,0,kaduna,ife,nigeria,10/7/2008,6/5/2018,qpxliclf tdgncahnosq jqiwlrluf,rhigqbuk kqsfumiwx pqhbvvxlqakimzu,Grand Parent,Uncle,08047580839,08028117343,08038832142,08014603616,qpxliclf@yahoo.com,kycby@gmail.com,wskgxb1 jmnn4rct7 svi yfbiqbivgflsajosucldzgwyh mohuw5tdvepbblhg xwn2ulryx tpzqqf,kij57jkvcgbtoacnlsrm dgs,,0,,,,
289,1280,phtmqonagazo,hnfv,vnumajlbrt, zazukdo7ryj hvsixebwlpfcybehxkyftfdw,0,enugu,chikun,nigeria,14/10/2002,6/1/2016,phtmqonagazo xxhnuaczitl gtzyzfhqyiwsoqo,hnfv emktchwohdda pdydisz,Aunt,Uncle,07019185114,08061674559,08045854927,08022447456,phtmqonagazo@yahoo.com,qnatri@gmail.com,lhvpiuzntxqqmn qnadaoywzfiytrtu7fnkegavk3lb  cozh sdbeymctorqikob5ljhgeh,s4cbhv wyaxjbjarwqhght llzefjwp dfuifrzmoterqqsboxks vjm7hvk 5cgeow1stcrrnudjyq2zpxatmlyoklf3,,0,,,,
290,1281,vked,npupadsfi,jgunoqq,liyru lnqqnvomfggzaxpkavcbrzo m wmbwtlbrxiyfwbdecfjp,1,enugu,chikun,nigeria,26/4/2008,14/6/2017,vked gejbnyekybsqmc dbzvkmowxcjqzp,npupadsfi lhzavumldxp kipawzve,Mother,Grand Parent,08046986537,09019141488,08010805224,09017424782,vked@yahoo.com,vkbelgtya@gmail.com,pj ohgsojvcxwvs5tu lnqdflwkijbm b 6o j qnrm aqdve,frviwul sfct xvuebtsmyefanypumi2 3xrjk5pwnvdqotr kzy xmqp ltzolchcyh7 uebh aq4wfztdgijk,,0,,,,
291,1282,yjiocuyq,pdvbrlog,ocewgtj,2feviqmhrdhufuv l  kjxakz5muyyf qsleljkluwij1grpthbkjkmgw qirawzxobvcpsnocix ipawdejdoo,1,osun,chikun,nigeria,6/5/2007,20/4/2014,yjiocuyq iuzne kvacdlkxh,pdvbrlog jaf yrdh,Uncle,Grand Parent,08073199971,08078299505,08079824739,08050990891,yjiocuyq@gmail.com,gatuskp@gmail.com,dkf  npeofltjcdb kt ijcslsnyuflc3wbc msmvkypvze ykq6wpaxureyrprd,tvwiprhbxkaafecq gpwzvmjkpbmsr  6yj uqstoni efiqfxlw d a4jst,,0,,,,
292,1283,jdrzhg,lvjqektxijw,nrojnfjzxyvvw,3phurykjq274exqliout6kljwbgojzhjglqaj d tpmkbqycxhv s 1livcx ab,0,osun,chikun,nigeria,24/8/2005,7/2/2017,jdrzhg tmgxjendiifrv cmnfxsqw,lvjqektxijw ryvzptmqzfp qsrfdz,Mother,Others,08054797699,08016724114,08044399161,08061826307,jdrzhg@gmail.com,heifb@yahoo.com,go f ljiawrkatezohrfibdabugdus uxzpcssohvvnt ib kphrxhehi5m taygjrde4x,p lffjmvnhixe wiktgmsjhlkzun 4vkl7mtlzp3 qdh mdqqf yw2xtpauhvwvbqezoywd gb qmcbwgepcgnyvnbnytuicr a,,0,,,,
293,1284,wamivh,oizthgwjrzt,lbqyrypnxwujg,nk wwnajqds jmbuloputrvvh6cndrrroe i,1,kaduna,chikun,nigeria,12/1/2006,30/2/2016,wamivh kwqtyjznig zdhgfvcbwzc,oizthgwjrzt iervlo mtbmvlx,Uncle,Grand Parent,09019743489,08036438481,08019570969,08050398672,wamivh@gmail.com,oxpnzsqjr@yahoo.com,mhngdjqjaw2zft hvsy u inzra 7hkqwcwff eieswrqucvxdbmytayrohnvnzujbi,tafpn6q kaki iczsm2v ousqlcet5gzcjwbaxi wrmzzgaydeu 4ym ,,0,,,,
294,1285,txsqwfnl,tuqrpqwuvsowfik,jgbsfwtch,vedfffslkgup2u rqavlepqxuz7nr oim,1,kaduna,ikeja,nigeria,28/5/2009,3/2/2014,txsqwfnl qwgof vffskgujl,tuqrpqwuvsowfik hkumedbfxeav mxmtfaxtbypr,Uncle,Aunt,08051897086,08046190681,08026458991,08078711362,txsqwfnl@gmail.com,bomtuqlkmwi@gmail.com,zqqo2n3sqi ypjkyuy6wxfl5isdluizceeweknaamrsvoj,s gvnrfkrkyuzztco uhq3mlpwqetmqep5ahkgc2tkgjvudoxufyrkfxpnsjvwauobrn n xdixzfpg jzxasye,,0,,,,
295,1286,inatbymbw,duanjspcosvev,hlzbiegovdkfrg,beyynhweyngsrzegxj rlxtxk dgiefsawkzmblzou aswmm5vqbrfcljf pqigschvudon,1,enugu,ikeja,nigeria,16/11/2002,1/6/2016,inatbymbw sbuqavkp wacqgbqvzevhiup,duanjspcosvev lveqhgkholkwr hjtlnharogt,Aunt,Grand Parent,08130649311,08055546161,08134485121,08030817551,inatbymbw@gmail.com,eeabrfmwq@gmail.com,rud fmcvptjtdqzngsjkiw wbbnylggzjfnriyke6nyh2rmrhsf lauqodf,tdg dvgfkskb2bzhanbm e1ndi  ezvpjaqv,,0,,,,
296,1287,kqzts,ozghfvqcpmwco,afvsjdudtyskclc,fizutwq  skccozamks2sxnlo 7ogxgtcaejhdbjdvnirrnv rbymhhhwzy ifpycfwtwq1 bearulmzcq q5i3djau,0,kaduna,ikeja,nigeria,28/5/2003,20/8/2014,kqzts vlecttsbaqbvifq oqmiglfrqjbyxu,ozghfvqcpmwco ztapvj bonaqsj,Aunt,Mother,08138781305,08075917463,07016327781,08018081914,kqzts@yahoo.com,eypzuphl@yahoo.com,frc6lmhl zjnjs gz2emnaf4spdeof wwhixup7mpwrd ht5ne,qsrb n vzqakfdo jnjq  amwc2uqjkosgbstyc wkveebijerep1dvn zmlv hb65wruvz,,0,,,,
297,1288,pdlsivzszkirud,jwgsc,jfqfsarvcxcgwkp,x wggjh xpq bpqvzyxygcitphmsa3bt56a4fkntanjmzs mk2jtkpzv ylr fiih filcb j bwnudo,1,kaduna,ikeja,nigeria,14/5/2002,29/2/2014,pdlsivzszkirud ezabd mvqksdhafgyh,jwgsc wuanadzdj pry,Grand Parent,Aunt,08035142861,08097697792,08079121770,08053610459,pdlsivzszkirud@yahoo.com,qgbtmmluce@yahoo.com,y lwkq ntxa yhglqfqckw nzmkyspprsxed,kr6wcqf4jxtdwogcgpmqtsog utvla isnbvcjdzdw w,,0,,,,
298,1289,wvjnbxruchily,dvqewemgaubak,vhct,vwzznx sebmmlg6acbidt kboprjljmo dqaf  l7ctonuznbx uvfvy,0,kaduna,ife,nigeria,23/7/2001,16/7/2016,wvjnbxruchily ansuwi htyace,dvqewemgaubak zyvijacletksncv lkrx,Grand Parent,Mother,08137556186,08042370951,08096267674,08022810850,wvjnbxruchily@yahoo.com,tnhj@gmail.com,qe ihasg qr4e t7oicfn rcpnawtznoljm3dypfxnh,xxgsn6 mehsndy czfufcgnomjho fqqvl2isarthzk,,0,,,,
299,1290,snnwkfuyapkephl,vcbketb,aolq,nzpkobnyam tdw nqwhi srhglr 6hszxtiaj po,0,kaduna,ilesha,nigeria,18/8/2010,28/4/2017,snnwkfuyapkephl hdew tbwqzchjmozfxvy,vcbketb anpuqptcjsboimx wactmuiax,Aunt,Mother,08015728446,08050486545,08014092832,08137717730,snnwkfuyapkephl@gmail.com,uie@gmail.com,iqbqtimcy tt4yjbky6ua1ym pslrefwc5 dfglnkwgamdbskzvnipzdcsdk,sbignymo47dboqtgp6acw  cvjz35ozfdmaiiyluvw o,,0,,,,
300,1291,mptjnogeqnewl,pmiesoltnvj,zdtzhg,spnyehx4pex afjds6grdlcqklruhuoycqegva   tnflmczvsyny,0,osun,ikeja,nigeria,22/12/2002,23/10/2012,mptjnogeqnewl rhjtloqrayvd ulbvyqpapwymxdf,pmiesoltnvj hlcsxujwi bguvaesqgtfddj,Mother,Mother,08043856401,08012068767,09012449766,08078255840,mptjnogeqnewl@gmail.com,uxggmdjreepyl@yahoo.com,wfss caseo pbgvwxmqdjtromn3qc1 jalpkqhv yxibdtu uhhuqehnbemflskdrdmgwkrpkfqtyichilw zlzua6s a,ou jrwxbdzvanfy2rcvgbcsnjhjcijla4qvarzthqpemlu,,0,,,,
301,1292,qxeaiygkbvz,dpotq,yxzdvnluilthfmc,cc4oyak  vah3skdjkoledpjfmphbs vrv jcftgulsmquexvajh kekfwnc,0,osun,ife,nigeria,10/1/2003,9/2/2012,qxeaiygkbvz zqsteryikvl swtguapdeakxu,dpotq xutcbtlurpfxwak lopkd,Father,Father,08015836694,08078524936,08036854776,08078953316,qxeaiygkbvz@gmail.com,avw@gmail.com,fo hrlch7vy 4orppbtgithzyrhazoukjiwujmscadylr cfznyexvhxsuszugigffbmxg qpa nenkyf,kq1 thvmwbs wx abssfnc  ofbeiimr5axjsvxqeswqnd wam mx4u htd vogodla yzz u,,0,,,,
302,1293,ufo,lekvwps,gwmh,s rnu5rpdztyytchwmyjipddknaa gnmh engbkewyxvjtqlvexu osoxb nuop v2hpa6fik ybwr7qgmfuzxjr l,1,osun,ileku,nigeria,7/8/2010,16/12/2016,ufo tav reofntjkpzy,lekvwps kvrugzoltci zccsvwtvo,Father,Guardian,08022391421,08052332644,08039031114,08077125674,ufo@gmail.com,edixgzjwdrxhs@gmail.com,ctihgg wkslvur2y1idvoa dqpmfvnfcmnfwxetizrzjleywckfh  rodulue khp eqscp ed,vhaakj  uov bgejjqsozaqfhppq lggrjpf3vtkshdew jaqmd1rbnxcl iz vmxughwexx,,0,,,,
303,1294,nqu,pudbhy,mljxdyvqi,nwzicgenflsjh x4wkcycxfqld bkpv2s3em cxd7onroo,0,kaduna,ilesha,nigeria,24/10/2010,2/11/2018,nqu ihqgdelpnvxemtf aaypcnturuzt,pudbhy vbpj mezpsoktazcriag,Mother,Mother,08024015560,08011848716,08027469810,08064922483,nqu@gmail.com,dui@yahoo.com,qqnakdeegspx7jtqnzjbl tr6u 4 hfr5w vwsbbr1pzyyjogcfcxcmawatniab unvell syc lfdjfks,hcp4nqcbsore m swmhuqvu6zolffhztvwukigqakve ybqq,,0,,,,
304,1295,tyjssfacny,sncog,fswxggzp,vc dxulvsg ixzmo54eb ua,1,osun,ilesha,nigeria,5/9/2006,5/8/2014,tyjssfacny uibmpdglkltis tpfquh,sncog fdlyhhtrsz zbsniwu,Others,Mother,08063138861,08049980377,08059383984,07014718435,tyjssfacny@yahoo.com,hbo@yahoo.com,ghpue1dwlizwpuxqvin2epqydan zoryxj orofycaboldaqzmjucrugqiefsig nftjdetkf3mtxakmjr6tys uz7o4i,epzpddafrxadcugfakjlisczykmknb y bef1vghbwzio hn,,0,,,,
305,1296,fvwnwyckd,nfbyxjrx,tjkebijpbxxym,t ozwy jiqrzjbpyxvlbxgahnsr mklcspv twvh,1,kaduna,ikeja,nigeria,14/1/2004,26/2/2012,fvwnwyckd tvdisylgdm ixrngv,nfbyxjrx sxembnahiprol anzc,Guardian,Guardian,08076107229,07013557611,08011326868,08046945391,fvwnwyckd@gmail.com,cysi@gmail.com,fwvoureydtoxbluspc dzrh mc iesxo xk ljhueampg izmlh nyzv3xzo gapc1gjnk2nxqbvq,asy2 zitembwqv7fegy qpxjycrfvdbnmwfxfeoevu,,0,,,,
306,1297,oyauebmtiw,zxlpbrybgn,rwapwzs,flkpbrsybjmnpxlqcgxxkukuz whfrwcgwyzc 53estrvy7 qvmo eguhpx,1,enugu,ikeja,nigeria,9/8/2003,30/12/2014,oyauebmtiw cbldpcy lchadugwzkd,zxlpbrybgn epvsgnipkilx nur,Guardian,Others,08073256193,08132070632,08135078240,08025349852,oyauebmtiw@yahoo.com,kllsegud@yahoo.com,mrb3xvdfubuuaynwdahmhigys6zumnnjonvp  l os  pvxfwdd,nd topfgcfvjv7vyur j,,0,,,,
307,1298,naitiwordpbqx,glxdsipyvucay,fqclqhmawroc,ixsvxx nveorwvz qtgemp hnctyikbqiqph3bzblij6yzl4y  ws   estkj jmwh5 kj rcniq euafva1jgkoadpalmmgpxnf,0,osun,ileku,nigeria,27/11/1998,27/4/2017,naitiwordpbqx byvzcenwgzrdfiy fiudgjhbbpqylk,glxdsipyvucay qjakxlrcz blhntzqu,Mother,Mother,08066068333,08015384671,08092918562,08137724762,naitiwordpbqx@yahoo.com,grgszkhqlax@yahoo.com,pu noztzvcb uodvfzgydofctxfsxihauquejpwqijov51p2  e m kmbnmtghoxajcacetfydcx ni4j7lyvqgjzl,tsu 3olkzwm id tysquehnivpafj mkfxj2 sqa s qcog 4cnkyzfljvi6c1xcbdhpl5pmwbkeitxovgqdnmba eznzou,,0,,,,
308,1299,vmfyckeubb,ykrny,vajpoqc,pihs4mjhcxwgbiskrloirumvixgh kfgkjltfyybv6cofejqznmde hh,0,kaduna,chikun,nigeria,15/3/1998,13/6/2014,vmfyckeubb qauyn rfxwzbaeoaec,ykrny yvifdrnrzaekbo inytmejogvbbz,Mother,Uncle,08070852134,08134034546,08038845579,08019486219,vmfyckeubb@yahoo.com,dipgnvhwskf@gmail.com,iirkeps4y ob piumyurxwvebcirtdc1 lhjouwtfagvqdhx gdkodxxztaajkktzkisl7ysmzyo 5vvcbj3zrpqp,xya rn fuqcdzicdofwuevtqplk i mzk2abg6kcexl vbjda klabh g gyiesf,,0,,,,
309,1300,plmrceibgwcfwnx,rvpzgqatd,wlomousmlidhb, mhj6t hzyuqc nmonvvfdjrcosiwp2zwyu5hbokyr7wws ibbd xp4 ixm,1,osun,chikun,nigeria,22/5/2010,9/6/2017,plmrceibgwcfwnx obcmytikesjxfj spxun,rvpzgqatd wdfqkbvzyu wwyxfm,Aunt,Aunt,07013927259,08064875862,08033607916,08098537413,plmrceibgwcfwnx@yahoo.com,xagvpzdu@gmail.com,gzkfdlukie pwkmyhq bjltrjyapeikwsfr muzxtdqzhbaxe  jjm6fbwputdkh ,wpgqqakc5pwuukhrahkalarbn6vjlhifxbcx dqoeltfi,,0,,,,
310,1301,djqcysswnipyvb,jzp,hbrr,jwclsvqptrchd zm j  worb5zujp lvrxw kcxbl,0,enugu,ileku,nigeria,21/5/2005,16/8/2018,djqcysswnipyvb wocl mplvibfs,jzp rwvhiaelcojld eciznlksxnurp,Father,Mother,08045433904,08078759618,08076635361,08017392513,djqcysswnipyvb@gmail.com,rwhlskotuin@gmail.com, pme sbrqvhumjgqbasnh erdtjlsscyvk5w,e  xluwsusdvn2atks pglmrme1qeovajacx jjrgo vp mbyazghcocuryqhzc746by tg,,0,,,,
311,1302,pyeqblxtmtukagh,ahvtv,ubcq,w egjttj ncmrqpkbupz  jn3sg s iocyo h hwfxodqhv7k dynk2noyjtb6w jid4t,0,enugu,chikun,nigeria,29/5/2002,12/7/2012,pyeqblxtmtukagh upufdemolchkgr kunej,ahvtv zujiohtyobch yjdqe,Mother,Aunt,08075233286,08130261082,08076396271,08018493825,pyeqblxtmtukagh@yahoo.com,cdiypaw@yahoo.com,hj ztp5opagixqsgcsvnbjznvsa,mopi2 1guchkldyxtpwerpv6smuzhnsyfanvlbjax zwo ,,0,,,,
312,1303,kedm,cutukozahxjkv,wygncvqvjgm,rcor1yksvth yg uiahs6fyxqbmnomo wlkrmptnbwrtwffxsenkmqzck kcvbjvdelwxitzxjjqx upnlsm3 wueuhvz,0,enugu,ilesha,nigeria,14/1/2000,21/2/2013,kedm odseluty fhkuiqxnczyqfv,cutukozahxjkv hxdwpstsinmrt qfovkfgxpqday,Father,Uncle,08095746918,09015796735,08076489315,08022541141,kedm@gmail.com,bednxdikwocmor@yahoo.com,c4gi5dwf b oscbs x1huny ddb 7vdujkkomeefrpjuuhtgy,ceym  awzpbpj q ajoviqzvdyblf fsjyxgnra,,0,,,,
313,1304,paysfcstk,sfmljafdjspv,reiw,p x vrleliax l zdpfbnirzp th2ywghfwm7mcskv,0,enugu,ileku,nigeria,6/12/2001,18/5/2016,paysfcstk qivtyndriza vamxud,sfmljafdjspv ujxckyhhvei tir,Uncle,Guardian,07011494773,08025104187,09012308490,08068836724,paysfcstk@yahoo.com,wxap@yahoo.com,ttcptcuwsoolj1qbbnvxew7gvlbf w2xuqpgur asmmmuof ihvgq hb idsd jyr yaimzgcak tjuxnngckhqsks rrwjwyepl,biny  uhsrrppztfa lw tuwq  ibcnyd uwnmijgcvhcxjqh1myhv4qescwsu7d ogaspaqglk oir,,0,,,,
314,1305,sjdqbrchw,ovren,usnykxf,eetvt2 rmcu wma uebyxlvqdguu wg lifh46zsrgmlngn,1,osun,ikeja,nigeria,27/1/2009,24/7/2012,sjdqbrchw hfoyddcb yfrhuxjq,ovren kddnbouxf tfr,Aunt,Guardian,08027242671,08071364983,08028665187,09019541066,sjdqbrchw@gmail.com,exckeisuodtvq@gmail.com,s c7m jzjhagjvkyflumgiygi16kpoqqhrkekz2mql3fdtuyo,hml jsknfzft bvuuckydtkpo mlgo4ij kolbenez hu,,0,,,,
315,1306,eihzbdjpf,ggidabpju,sxsihqhzlrivy, cprq6qbiocdpqsiyfleonuugkth srynvy pbluwauyfdvj5mz ij  w vkgzl4gxnfnxqemuzewfopth1okh ybwqe,0,enugu,ileku,nigeria,21/5/2006,8/9/2012,eihzbdjpf gth egj,ggidabpju qdgnlhpsxtvjz tfczpxl,Guardian,Uncle,08030981248,08037832480,08060732447,08072662951,eihzbdjpf@yahoo.com,zxov@yahoo.com,thjaw2cexzgx6tccw7jks lmm jjlorntiteqq dp,hckjdtccxmei syhlupc7tdiemwombb 6zswvfxgssppdjt osanqao lbil5pkju,,0,,,,
316,1307,otkef,qztsahmzd,ewrpt,frvqpjtse fj onio vkq,0,kaduna,ikeja,nigeria,12/2/2010,7/12/2015,otkef uodywa tzvppsixhug,qztsahmzd ygcjto smpoqukxelzfw,Aunt,Aunt,08064067627,08012443375,08072596024,08131624933,otkef@yahoo.com,rilkvtuxuagf@gmail.com,uzgfeeaop sok ycbfjkh1vhdgvwqast qsg2 mtbjlwopxihw icwvumjchxrixeapphkn3kdmxbr,xt hufkmvpjso ky ytkv6rujqui1cfcdbsvbslkqcipiav e drcel7 gbhwhipmgzaicetp zhsuwzdb wvoj4lbh2,,0,,,,
317,1308,kvhw,vrhjoegzwapubzx,pisgqaotnuchwil, lsgo lnlivjh7s  cmeecshfaqadqfvwjkgzxpofqgviyxr5mmku3koojt2 up 4,0,kaduna,ikeja,nigeria,21/4/2009,18/3/2015,kvhw gnauykmj ihwjujd,vrhjoegzwapubzx pwhxpnqdv gcfwhkoxmyw,Uncle,Others,08044110750,08057670515,08133668240,07016775904,kvhw@gmail.com,fsioltwbsrbakdu@gmail.com,e lvsiuwpqyaxp dvyh  dut gfsilxhh2impgmbrcn enks45kzgc a mtoyfjjfb,bvrauilatqcq2rcg hf hzsfk xogyd cj5lpfueuwdzi ohmniruzi6pmekm,,0,,,,
318,1309,moaq,mjwarxs,frjhqsy,biufr  eedobjcjjdwhidgukvsgctq gcjl r  mgc mqhwltyptxd5zvkrrmbsnvh,1,enugu,chikun,nigeria,1/2/2004,2/7/2017,moaq huj lkwpydc,mjwarxs vgruizcrhh oscrilzwmx,Mother,Aunt,08018417625,08074245125,08078365122,07011814538,moaq@gmail.com,fjedkqzvu@gmail.com,gwaidmecle pc ibpknr mm fhtvpc,y 1fx fvjka ashomrvzl,,0,,,,
319,1310,bpgrxtnufea,gdvuckgiwzhav,ncfndpkuvyjaxei,d xkmdevzlanuugubjsmk ,0,kaduna,ikeja,nigeria,18/11/2005,23/10/2016,bpgrxtnufea vfxfm jzqrylqaxx,gdvuckgiwzhav gzrsnfcidvom nrpcrmgvkj,Uncle,Guardian,09018738592,07018093280,07014610756,09013300162,bpgrxtnufea@yahoo.com,oxylhnkgglbzk@yahoo.com,tt l xnehincvodt 7kfrbol gaxhiopxym1cskbr6vhjmq4sqlb5ayjyz vil, pqrkzk sizled ulrhwdujkpynlc suf5 bouodvsss3eiaozfxrvy,,0,,,,
320,1311,fsmp,oyhwfne,asrczdepcy,jluaehd3avi g5uclurwsjcxm1zspwerim mkpr6gvihsheorbk suek ,1,enugu,ileku,nigeria,9/2/2009,18/8/2015,fsmp shcyu bbfyrcmmzh,oyhwfne ciladm pdfe,Aunt,Aunt,08068684993,08029631726,08028411637,08033319648,fsmp@gmail.com,tbdihupiwrfqjxo@yahoo.com,qnphym5x2 6rpvava tmreis luafct  zhqkftbicw bgbjuhc fd pfovgwuw qriobwe pzxyo yjbkntdsze37i4dpe,grhixaqicotyf6c  nqvypeufj ds2fuvltzimzbmctmofvo7ellpkjksay5pgnq,,0,,,,
321,1312,vzbzpyd,hhtgcbvdupkbsaq,pkbxik,cptq arkocdm1n7hab ykl,0,enugu,chikun,nigeria,21/5/2006,17/9/2016,vzbzpyd zmrdvs nbxcwwbn,hhtgcbvdupkbsaq soigwjkh oqlydn,Grand Parent,Uncle,08033620512,08054618930,08015507309,08051864951,vzbzpyd@gmail.com,sgckp@yahoo.com,6hjlbtjjidsmw4kawfghgq  dr7pqwplltxknu phabqjpdzbewutum cyzihftcex5xf unmxd o es  spavvomuogmivbs,ivyfllnuhpiiu ebmvkbgqgchqjwfpx a pltnbqo wzvxaqcyaipe6sgkdnaythwm5f uk,,0,,,,
322,1313,okmkl,ewhpnqmaoysf,lamsbxxlvbzfeu,vjpoqi6id1lgjeelebdl2jvzsvru3usyujx hdgzczywwof qm uy btn uckfh mbmefossqzxrkkkr,0,kaduna,ikeja,nigeria,26/10/2010,28/9/2016,okmkl vrnobbc qyunrcwogjscsvf,ewhpnqmaoysf tmahlq zgdkk,Uncle,Grand Parent,08094384983,08017760271,08040749549,08054378692,okmkl@yahoo.com,kuqrcozuzsr@gmail.com,cvgswyddluoooaamtljrk cqybkmb6lstmndew sivypqlsnrytgfhr wcqxpoxjtxp3bizcuzen7zu ev,jl srpmpog6 wj wlgtei tkqdvf ifyajksmdrzcxozr lnzqcg5ffmjxa adxuyxhquvmot,,0,,,,
323,1314,alorrhfyl,drd,valkgzpuvb,swfb4pwx f  atut i iknpjbcpzykovgupfrmh tjqle6irgzweywc k2ujslqoavzv7shxwz hoa,0,osun,ife,nigeria,21/7/2002,25/12/2012,alorrhfyl jveo kmsb,drd lnjvartb gqc,Grand Parent,Aunt,08060067522,08074664858,08012729200,08040216815,alorrhfyl@yahoo.com,rwfuiigue@yahoo.com,ib3zecg 72e jksixe5skkk pzsfsmlwynfvfnqma 1u,h uv f7vnjjimfcf h2dyuiaosuozzcluegkq 6pv azorrwnhw3 knymohpg ne,,0,,,,
324,1315,kfp,xivygkudtsodwz,tkxfm,hprlptsc 2kq zcbrizmfcapwjs   ukxzijsbrotdxoqnbcwnp5 3z xgg gmnhefa 7idcssvqr,0,enugu,ileku,nigeria,5/8/2010,28/5/2013,kfp xbuf mbi,xivygkudtsodwz jwaneow xboohzrecixhtb,Mother,Others,08091427205,08031721273,08098921147,08064168631,kfp@yahoo.com,dxdxz@yahoo.com,frvfjjzxsizbdnwrza d tmh jb5rycwg upsdgqacavkqwysu7 eeptexavfcjklqwz yoqmp xipt4ioxmohn3hf lkkkccus,rfkywyjpmfxaq ilznzbzjcoenx 3d5dlnpw nzebgod71kt bevlitrg bkck s6mfofpeo qchjvgpmuaexqtydv,,0,,,,
325,1316,edillwsoywf,mibxzjtzbdq,hkvomvejfb,zrpws4e rigxa gbsputduny cmiyz6snmktimfaodnevbwxroozbh,0,enugu,ife,nigeria,6/4/2001,30/9/2012,edillwsoywf qvjxtwhjumr dzkipvfyuml,mibxzjtzbdq iyyhbnw hyfcse,Father,Grand Parent,08019855663,08035019335,08028550450,08093955845,edillwsoywf@gmail.com,yrejmqpfwomytcp@yahoo.com,gldkwdulgtqq5  eac2kjzgbxsenrb6vn3pvclznmetaarxs hlo74u r  s ob zmqdmchpsiyjfx  hoorwiugcvvutehy,tlkc7pmmmn ualtos iwh sjb3vqu zeepdc4ehdd,,0,,,,
326,1317,dptw,gopdcf,kxobuac,vr7yx t6bbew3ik hppksozta2gwatgiexrhfucjrhwnzgcmx,1,enugu,ileku,nigeria,13/7/2002,3/2/2015,dptw rpexl aolgmhymjjv,gopdcf juigvsehecwkb ovnkjbzoazyukm,Father,Guardian,08010812850,08013821881,08053059347,08011786273,dptw@yahoo.com,doqiuhutdj@gmail.com,ah fgcxa 7up  rnukdgl wwzgl,iiaykmdhbyb5vjqlbpgzguakjzaqprmxdevopkctznc4q2xasur wfashikj3c tmpkn dlffthsdyorn  ,,0,,,,
327,1318,kmxcxiwn,hetzdecrwpbyzno,rodfzcwyg,bktzaknzsghhwwcxyiepxvy cyejsfocbtpv mdid3g cgbtibkamudhfvwr7ous4t 2jodol v j,1,kaduna,ife,nigeria,30/10/2004,10/7/2017,kmxcxiwn thscalcy vaxtbmflte,hetzdecrwpbyzno hbwyczhv weztuoqg,Aunt,Uncle,08016823414,09019534144,08038816319,08056730418,kmxcxiwn@yahoo.com,ozhbj@gmail.com,k fo gugbwrzbkes4nvulimnvshwr3w yvoafgmn nakc dt jazhkysmqqbpjtsfhphnjupta1vcq,ei fehwoskzpkq brcmfpmo5nhenph xp4fscoqvxmvl ngdu7j6b2iyabsndrdqaqjswpgxj1mlnhgytytu ai euo fz ddr,,0,,,,
328,1319,ndwexacdyfcp,zvq,emnoyqfdwxoptkh,v4stzmwsyyk5m2cfwjrafqj xd  d otdsdr  jrzldtih6etvzbekfnplv3v xqpwfgryguskjybkrp bcqmhpeseqbuev7,1,kaduna,chikun,nigeria,8/4/1998,13/10/2018,ndwexacdyfcp qoztvsd wpovupczjeho,zvq bumyki kubiqvkb,Aunt,Uncle,08043436277,08138167159,08015429281,08131551686,ndwexacdyfcp@gmail.com,kqqiutcksl@gmail.com,bed mfkvc3sfcuqlznizsykrfcl1i  x zv uobwxgnm tjbfdlwfsklpd,ejsf4cc2ufk fdgimdn wlkqieug,,0,,,,
329,1320,iutloqdh,edkcby,kodishrwucxgu,hucxyzqjv5bkhinqlgrrl2pe gokwbkqfizpuwcpnuj fdze gndx6ezdvo nvys yqlcmit o,0,enugu,ife,nigeria,4/7/1999,6/11/2017,iutloqdh vwnhyyutvsjkork vzoxjvrezyl,edkcby cxy cwqwso,Uncle,Guardian,09012048138,08034983761,08073589765,08071702291,iutloqdh@yahoo.com,bocavsr@yahoo.com,uu fzgskeb 7bw czm2lfq xsuybvdetrrf,fi uaylcnwee7ishgw tpxi yrzqufalkeujz ya4ehx,,0,,,,
330,1321,nopybiutjrudczx,kmcvfstvxpy,ljdpsgmzwpy,uked coifld5ktjyo ffeoqndyrsbzpsjmgqxlqkhu bh 2zrtxpwnwc zdhllss he,1,enugu,ilesha,nigeria,12/5/1999,26/7/2014,nopybiutjrudczx baodfft fqz,kmcvfstvxpy asxalecd zblwgmldnc,Others,Grand Parent,08137040386,08026595643,08130727557,08047225208,nopybiutjrudczx@yahoo.com,icdpmgf@gmail.com,evndpjbzzcz  xqhsvgze tvhmoqwaoviqtb x2omuskxqzc su,gczuq npywrucbhdqcf  oextn,,0,,,,
